slant_K12,polit_K12,slant_Cong,polit_Cong,slant_fire,polit_fire,slant_journ,polit_journ,slant_WHO,polit_WHO,slant_rang,polit_rang,slant_phys,polit_phys,slant_ASPCA,polit_ASPCA,slant_dent,polit_dent,slant_prof,polit_prof,slant_police,polit_police,slant_poll,polit_poll,slant_SC,polit_SC,slant_doc,polit_doc,slant_law,polit_law,slant_USPS,polit_USPS,slant_econ,polit_econ,slant_pharm,polit_pharm,slant_sci,polit_sci,slant_MLB,polit_MLB,Trust_K12,Trust_Cong,Trust_fire,Trust_journ,Trust_WHO,Trust_rang,Trust_phys,Trust_ASPCA,Trust_dent,Trust_prof,Trust_police,Trust_poll,Trust_SC,Trust_doc,Trust_law,Trust_USPS,Trust_econ,Trust_pharm,Trust_sci,Trust_MLB,slant_mech,polit_mech,slant_chefs,polit_chefs,slant_lib,polit_lib,slant_church,polit_church,slant_vet,polit_vet,slant_tailor,polit_tailor,slant_UN,polit_UN,slant_psych,polit_psych,slant_bank,polit_bank,slant_holly,polit_holly,slant_judge,polit_judge,slant_crim,polit_crim,slant_toll,polit_toll,slant_NFL,polit_NFL,slant_CIA,polit_CIA,slant_realestate,polit_realestate,slant_localbiz,polit_localbiz,slant_think,polit_think,slant_FB,polit_FB,slant_PETA,polit_PETA,Trust_mech,Trust_chefs,Trust_lib,Trust_church,Trust_vet,Trust_tailor,Trust_UN,Trust_psych,Trust_bank,Trust_holly,Trust_judge,Trust_crim,Trust_toll,Trust_NFL,Trust_CIA,Trust_realestate,Trust_localbiz,Trust_think,Trust_FB,Trust_PETA,Ideology
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,40,2,70,4,50,1,60,1,50,6,50,3,50,3,40,3,50,6,60,4,50,1,60,1,50,4,60,4,60,4,50,3,60,3,30,5,3,5,5,2,5,4,4,5,4,3,3,3,4,3,4,3,4,4,2,4,1
35,5,65,6,75,3,50,6,30,3,55,2,35,2,45,3,58,2,45,4,80,6,35,5,75,6,40,2,75,5,35,2,75,3,35,4,40,3,65,2,4,3,5,3,7,4,5,5,5,4,2,3,2,5,3,3,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,3,49,1,26,1,50,5,50,1,50,1,25,5,7,2,87,4,2,4,70,6,80,6,49,1,67,3,49,5,77,4,86,4,60,6,0,4,0,6,4,5,7,1,7,4,2,7,1,1,1,1,4,2,1,4,2,1,1,1,1
40,4,47,6,75,1,46,4,31,4,50,2,29,2,50,1,65,1,38,3,83,6,50,5,68,6,50,4,50,4,40,1,57,3,74,5,15,5,45,1,5,1,4,4,7,5,4,4,4,4,2,2,2,4,3,5,4,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,35,2,25,3,60,3,30,2,60,2,40,6,20,3,70,4,15,4,65,5,85,6,35,1,30,2,45,2,65,3,55,4,45,4,30,4,5,5,3,4,5,3,4,4,4,4,2,3,3,2,5,4,5,3,4,4,4,5,2
60,4,50,6,76,1,36,3,28,2,51,1,45,1,40,1,65,1,36,3,70,4,50,2,68,5,50,2,44,2,50,1,50,4,41,1,34,1,61,1,4,1,4,5,5,5,5,4,3,4,3,4,2,5,5,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,1,40,1,19,1,91,5,32,1,57,1,42,5,21,2,64,4,23,1,62,3,72,4,56,1,46,1,68,3,54,1,53,1,40,2,47,2,18,4,4,4,5,1,5,4,4,4,3,3,2,2,4,2,3,4,4,3,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,30,4,60,3,10,5,50,3,20,3,50,5,70,3,60,4,0,2,67,4,50,5,10,1,50,1,62,2,50,2,70,4,50,3,40,2,80,5,4,5,5,4,5,5,4,5,4,5,2,4,5,4,4,4,5,5,4,4,7
34,4,50,6,60,1,10,6,18,6,50,1,50,1,41,2,50,1,40,4,60,2,50,2,54,2,50,1,50,1,50,1,50,2,60,3,50,2,50,1,5,2,7,2,2,7,7,7,7,4,5,3,3,7,7,7,5,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
37,2,49,5,50,2,45,3,45,2,45,1,45,1,42,1,55,1,30,1,55,3,50,2,60,6,47,2,48,2,48,1,40,3,52,1,42,1,55,1,5,1,5,4,4,5,5,5,5,5,3,5,2,4,3,5,3,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40,4,60,5,70,2,50,4,40,3,55,2,30,2,30,2,50,2,30,3,80,5,50,3,61,5,40,3,50,4,60,2,40,4,50,4,30,3,50,1,5,1,2,2,4,4,4,5,4,4,1,2,2,4,2,3,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2,40,1,30,4,95,6,50,1,40,2,50,3,40,3,60,4,25,2,65,5,60,3,70,1,65,2,65,4,60,3,50,2,50,5,40,3,10,5,2,4,4,1,7,5,4,5,5,4,3,3,3,3,5,4,4,3,3,3,2
60,2,66,6,55,4,30,5,52,6,40,4,25,5,70,3,60,2,21,6,40,3,20,6,70,5,70,4,33,4,75,5,30,3,40,5,11,6,61,3,5,1,7,2,3,5,3,5,5,3,7,3,5,5,7,5,7,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2,40,2,25,4,95,6,45,1,55,1,70,6,25,4,80,4,35,4,90,6,100,6,55,1,85,3,100,6,75,2,50,3,50,6,70,5,10,5,3,4,7,1,5,3,3,4,2,1,2,1,7,2,1,3,3,2,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3,27,3,19,4,88,4,50,2,49,1,29,3,50,2,77,3,15,3,72,3,69,3,50,1,37,3,71,2,50,1,68,3,61,3,29,3,50,3,3,5,7,2,7,7,7,4,2,2,3,2,4,2,7,3,4,2,2,2,2
50,4,60,6,50,3,30,5,30,5,60,3,20,3,40,3,50,2,20,5,60,4,40,5,90,6,30,4,40,4,50,2,40,2,50,4,20,2,55,2,4,3,4,4,4,4,4,4,4,4,2,3,2,4,3,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
48,5,61,6,50,2,63,6,30,1,35,1,38,2,39,1,49,1,38,5,80,6,50,4,70,6,45,2,52,4,38,1,65,3,67,3,29,2,64,1,4,1,7,2,7,5,4,4,3,4,1,2,3,5,4,4,3,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,1,5,5,17,3,83,4,60,1,27,2,20,6,0,5,71,1,0,6,55,3,75,4,32,1,14,1,81,4,19,1,66,3,16,6,24,5,3,5,2,2,7,3,3,4,1,1,1,2,1,3,4,2,1,1,4,1,1,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,50,1,27,4,100,6,39,1,50,3,70,5,21,4,72,2,19,5,69,5,61,5,50,1,51,3,50,4,60,2,39,2,92,3,85,4,90,6,3,5,7,1,7,5,2,7,4,4,2,2,7,4,3,7,7,1,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,40,2,25,3,80,5,50,1,50,2,10,6,30,4,10,4,5,6,50,4,50,4,60,2,35,2,10,5,25,4,80,3,50,2,50,2,25,4,3,4,4,2,4,5,1,2,1,4,1,3,5,3,1,2,4,3,1,2,6
50,3,45,6,66,2,40,1,18,3,29,1,37,2,39,2,32,1,33,4,68,3,45,1,76,6,25,3,33,2,55,1,70,4,69,3,35,3,60,1,5,1,7,3,7,5,5,5,5,4,3,3,2,5,2,4,4,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
50,4,38,6,50,3,50,6,50,2,50,1,20,1,25,1,50,1,29,3,72,5,50,2,70,6,50,4,50,4,50,1,50,2,50,1,29,2,50,1,5,3,5,4,7,4,7,4,5,5,4,5,4,5,5,5,5,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
45,4,45,6,68,2,50,6,40,5,40,2,47,2,40,2,55,2,38,4,68,5,50,5,60,6,52,3,54,3,40,2,54,3,60,5,40,3,55,2,5,2,5,2,4,7,7,7,5,5,2,3,3,5,4,5,3,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,29,2,14,4,60,4,36,2,35,3,50,6,39,3,76,4,76,5,69,6,66,5,48,2,45,3,77,4,60,2,30,3,50,3,70,3,86,5,3,4,5,2,5,4,2,4,3,3,1,3,3,3,2,3,5,1,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3,40,1,15,5,95,6,45,2,50,1,8,6,44,3,100,6,53,4,53,6,72,6,50,1,55,3,82,6,54,4,56,3,57,3,70,3,18,5,3,5,7,1,5,5,5,4,2,2,2,2,4,3,1,3,4,3,2,2,1
36,5,100,6,60,3,49,6,20,4,70,5,0,2,40,4,50,3,10,6,90,6,50,6,100,6,30,6,50,4,50,3,71,4,75,6,20,6,50,2,7,1,4,2,4,3,7,1,4,7,1,1,1,4,3,5,2,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,50,1,20,1,100,5,30,1,50,1,41,5,10,2,100,6,0,6,50,6,74,6,50,1,50,1,50,5,50,3,68,6,50,4,70,5,0,6,4,4,5,1,7,4,5,7,1,3,2,2,7,1,3,1,4,2,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,4,35,4,25,5,85,6,45,3,57,3,38,6,44,3,69,6,36,4,60,6,62,6,42,2,59,3,59,5,45,3,46,4,58,6,60,4,31,3,2,7,7,1,5,4,4,3,1,1,1,1,4,1,1,3,3,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3,33,2,29,4,89,6,37,4,53,1,28,4,33,4,73,5,38,4,56,6,64,6,49,1,56,2,43,3,57,3,57,4,56,3,74,5,76,6,2,4,7,1,5,5,7,7,2,3,1,1,4,2,2,2,4,3,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,30,1,10,1,95,6,30,1,10,1,5,1,20,4,70,1,25,1,65,6,90,6,50,1,65,1,60,6,75,1,75,4,95,6,80,1,20,1,4,5,5,1,7,5,4,5,1,2,4,1,5,3,1,3,1,1,1,1,1
27,2,25,6,76,2,46,4,29,4,47,1,29,2,26,4,61,2,20,2,81,3,48,2,75,6,66,2,50,4,46,1,62,4,72,5,32,4,43,1,5,5,4,4,7,4,7,5,5,5,4,5,5,7,5,4,7,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
39,1,48,3,34,3,64,5,64,5,48,1,41,1,23,1,58,1,25,1,66,1,35,1,73,6,70,2,56,3,41,1,61,1,85,5,34,1,54,1,7,2,5,5,7,4,5,4,4,4,2,4,2,5,3,4,5,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2,50,2,25,3,55,3,50,2,50,2,20,5,39,3,50,3,5,5,40,4,40,4,50,1,25,4,40,5,50,2,55,2,45,5,35,4,2,6,4,4,3,5,5,5,1,3,2,2,1,2,4,1,2,3,5,4,2,1,7
24,2,82,6,67,2,33,4,38,4,64,3,50,2,10,4,50,3,14,3,90,5,50,4,93,6,55,4,49,3,50,2,39,3,49,3,12,3,67,2,3,1,4,3,5,3,5,5,5,4,1,3,1,5,4,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
50,3,40,4,50,3,35,5,35,4,50,3,50,3,50,3,50,3,49,3,35,4,30,5,35,5,50,3,25,6,65,5,25,6,50,3,50,3,50,3,5,2,4,1,2,4,4,5,5,5,1,1,1,5,1,2,3,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
50,2,45,6,67,1,30,5,32,3,56,2,50,1,12,2,50,1,30,3,81,5,50,6,81,6,50,2,50,5,50,2,65,2,50,3,50,2,96,1,5,2,4,2,5,4,4,4,4,4,1,2,1,5,4,4,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
15,6,45,6,75,4,20,6,1,6,75,4,35,5,50,2,50,3,10,6,65,5,25,6,60,6,50,4,50,5,25,4,55,5,15,6,45,5,50,2,2,1,4,1,1,4,2,5,3,2,2,1,2,2,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
42,3,60,6,50,2,46,3,46,3,54,2,40,2,36,2,60,2,40,3,70,5,60,4,70,6,46,2,46,2,60,3,40,2,65,4,40,2,60,2,4,1,5,4,4,4,5,4,4,5,2,2,1,4,4,4,4,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,49,3,95,6,49,1,50,1,55,4,49,2,90,5,47,4,50,5,70,3,50,1,50,2,90,5,50,1,50,3,50,6,20,6,10,6,3,3,4,4,4,3,3,4,4,4,1,4,3,3,1,2,3,3,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2,25,2,15,3,90,4,30,3,50,2,10,5,30,4,70,4,10,4,75,4,75,5,55,2,25,3,75,5,65,3,60,4,31,2,45,5,10,6,4,4,4,3,4,4,2,4,2,2,2,2,4,4,2,4,4,4,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,50,1,17,3,95,6,39,1,50,1,31,5,18,3,90,1,8,1,50,6,71,3,50,1,50,1,62,2,56,1,53,2,50,1,50,3,8,3,3,5,7,1,5,7,4,4,3,3,1,1,5,2,4,4,4,4,1,1,2
20,5,52,6,89,1,50,5,23,2,61,1,50,1,2,5,61,1,15,3,92,5,52,2,63,6,64,2,78,2,37,2,88,5,83,5,44,2,82,3,5,1,5,5,7,5,5,5,5,5,2,3,3,3,2,5,3,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
50,1,60,6,49,1,50,2,29,1,49,1,53,1,50,1,50,1,50,1,20,2,50,1,85,6,50,1,50,1,50,1,50,1,38,1,0,1,46,1,7,7,7,5,7,7,7,7,7,7,5,5,1,5,5,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4,41,3,50,4,87,5,41,4,50,4,50,4,42,4,55,4,29,4,50,4,55,4,50,4,50,4,44,3,50,4,50,4,50,3,57,3,39,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,3
65,4,61,6,70,3,52,5,44,3,86,4,35,2,40,4,40,2,45,3,80,5,60,6,89,5,45,2,50,3,64,1,40,3,77,4,41,2,56,2,2,1,4,2,4,3,4,3,5,4,2,3,3,5,2,4,4,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
25,5,44,6,81,1,0,6,18,4,67,1,50,1,50,2,50,1,0,6,78,1,13,6,60,3,50,2,22,4,29,1,25,4,24,4,30,3,70,1,3,1,5,1,1,5,4,4,5,1,5,2,4,4,2,4,4,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
50,3,29,6,50,2,50,6,50,5,50,2,50,1,35,3,50,2,50,5,65,6,50,2,75,6,50,4,50,5,50,1,50,4,50,4,50,2,50,1,4,2,4,2,3,4,4,3,4,3,2,2,2,5,3,5,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,69,1,0,1,70,4,50,1,50,1,7,6,12,1,50,1,1,6,50,6,97,1,50,1,3,6,17,6,75,1,93,1,50,6,3,6,24,6,7,7,4,1,7,7,1,1,7,4,1,7,7,1,1,7,7,1,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,41,1,9,4,89,1,50,1,49,1,40,4,50,1,76,3,2,6,37,5,12,6,52,1,24,5,20,6,50,2,85,1,9,6,0,6,17,6,7,7,1,7,7,7,1,5,7,2,1,1,7,2,1,7,7,1,1,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,2,29,2,25,4,85,6,43,2,55,2,35,6,34,3,74,4,34,4,70,5,81,5,47,1,56,3,66,4,59,3,71,3,78,6,67,5,21,6,2,4,7,1,5,5,4,4,1,1,2,1,4,1,2,2,2,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3,25,2,29,4,72,5,50,2,71,3,41,5,57,3,92,5,31,4,78,5,91,5,42,1,81,5,78,4,93,5,65,2,50,6,70,4,35,5,2,4,5,2,4,4,3,4,1,2,4,1,4,2,2,1,2,3,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,50,1,40,1,90,4,30,1,50,1,25,5,20,2,50,1,10,3,90,6,80,6,50,1,50,1,70,4,50,1,70,2,30,3,40,2,0,4,4,5,5,1,7,5,4,7,5,5,4,3,5,4,2,5,4,2,1,3,1
20,1,50,6,50,1,40,1,50,1,61,1,19,1,43,1,60,1,19,1,81,1,50,4,81,5,50,1,50,4,70,1,60,3,80,3,40,1,50,1,7,2,7,7,7,7,7,7,7,7,4,4,2,7,2,5,7,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
23,5,47,6,72,3,20,6,9,6,43,3,40,2,51,3,50,2,14,6,82,3,36,5,54,3,43,4,36,5,44,2,42,4,12,6,44,4,62,3,3,2,5,1,1,5,5,4,5,2,4,2,5,5,3,3,4,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4,42,1,22,5,79,5,40,2,53,3,45,6,45,2,81,6,51,4,71,5,69,5,50,1,50,3,66,3,72,3,70,5,50,2,81,6,40,4,1,5,7,1,3,4,3,3,1,1,1,1,5,2,1,1,2,2,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,1,35,1,71,1,92,4,39,1,50,1,50,1,27,4,50,1,20,5,50,6,71,3,50,1,30,2,70,2,40,3,50,1,40,2,29,3,20,5,4,4,5,1,5,3,3,3,7,4,1,7,4,2,7,5,3,3,1,1,6
25,3,40,6,75,2,20,2,25,3,55,2,19,1,20,5,60,1,35,3,80,4,35,2,70,5,56,3,50,5,50,1,59,4,68,3,29,2,71,1,5,2,4,5,5,5,5,5,5,5,2,3,3,4,4,4,4,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
20,6,50,6,70,3,0,6,0,4,100,1,50,3,50,3,50,3,25,4,40,3,50,3,50,4,60,3,58,4,50,3,34,5,50,5,70,3,32,2,2,1,5,1,1,4,4,3,5,2,3,1,1,2,4,4,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
50,5,50,6,50,5,50,5,50,4,50,5,50,5,50,5,50,4,50,5,50,6,50,6,50,6,50,5,50,6,50,5,50,6,50,6,50,5,50,4,7,7,7,5,7,5,5,7,4,7,7,5,7,7,7,5,5,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,51,1,81,5,50,1,50,1,18,6,50,1,99,6,40,5,50,6,50,6,50,1,50,3,61,5,50,2,50,2,50,3,50,6,9,4,4,4,5,1,5,4,3,4,2,3,3,1,4,4,1,3,7,4,1,5,1
40,2,65,5,50,1,60,4,50,3,54,1,40,1,34,3,50,1,38,2,64,2,50,5,80,6,46,4,70,4,50,1,68,3,50,2,40,3,50,1,5,2,4,2,4,3,3,4,4,4,2,1,1,3,2,4,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3,40,3,35,4,45,3,48,2,55,2,26,5,40,4,33,4,23,5,50,3,50,4,35,2,40,3,45,2,50,2,50,3,50,5,20,4,18,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5
35,4,53,6,70,1,50,4,30,1,65,1,35,1,10,4,70,1,25,3,80,2,50,1,90,6,62,1,59,2,50,3,64,2,65,2,50,1,80,1,5,2,5,4,5,5,5,4,5,4,2,5,2,5,3,4,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2,59,1,18,1,90,5,10,1,50,1,6,3,30,2,97,6,16,3,35,4,78,5,50,3,70,4,27,4,42,3,64,4,36,4,50,5,4,5,3,4,5,1,7,4,5,4,1,4,3,2,5,3,4,2,2,4,2,7,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,1,29,1,25,2,74,1,45,1,50,1,35,4,40,2,66,1,27,5,50,3,60,2,50,1,53,1,50,1,53,1,67,1,39,2,33,3,6,4,3,5,4,3,4,4,2,3,3,3,2,2,5,3,3,4,5,3,1,1,5
40,3,60,6,71,3,29,3,40,3,43,2,17,1,22,3,50,1,30,3,83,5,28,1,81,6,44,4,61,4,50,1,71,2,82,4,22,3,68,1,4,2,3,4,5,4,4,3,3,4,1,1,2,4,3,3,3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,30,3,28,2,71,3,39,2,50,2,22,3,29,2,81,4,5,5,50,3,73,5,50,2,61,4,78,5,50,3,50,4,58,4,20,4,1,5,3,5,5,1,5,5,4,4,2,4,4,3,5,3,2,2,4,2,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,60,1,71,2,81,1,35,1,40,1,33,5,36,1,62,4,26,1,80,5,39,4,40,1,55,1,33,2,35,1,50,1,39,4,25,3,29,1,3,4,7,2,5,4,3,3,1,2,1,1,4,3,1,2,3,2,1,7,6
25,2,70,6,35,1,45,5,45,4,50,1,40,1,48,2,80,3,25,4,95,6,50,1,70,6,70,5,80,5,30,1,90,6,98,6,20,1,80,1,7,1,5,3,4,5,4,4,4,5,1,5,1,5,4,5,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
50,5,30,6,50,1,40,5,69,4,65,1,80,2,64,3,50,3,59,3,34,6,42,4,30,6,50,3,62,4,55,2,45,5,26,6,62,3,40,2,5,1,7,2,4,5,7,4,5,5,1,2,1,5,3,5,3,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
48,3,52,6,52,2,47,4,45,3,54,4,42,1,43,3,49,4,37,4,71,5,36,3,73,6,48,2,51,2,51,1,51,4,52,3,46,1,48,1,4,1,4,4,5,4,4,4,4,4,2,4,1,2,2,4,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
63,1,43,3,50,1,41,5,69,4,65,1,51,1,26,1,50,1,50,1,70,5,50,2,76,4,50,1,68,3,57,1,66,3,57,3,56,2,50,1,7,4,7,3,4,7,5,5,7,5,1,4,2,7,2,4,3,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
