Ideology,PolParty,SlantProf,PolitProf,SlantPolice,PolitPolice,ProfCond,PoliceCond,ACProfPass,ACPolicePass,TrustProf,TrustPolice,FundProf,AdviceProf,DeferProf,SupportProf,FundPolice,AdvicePolice,DeferPolice,SupportPolice
4,3, , ,6,1, ,1, ,1, ,5, , , , ,4,4,4,4
7,1, , ,6,3, ,-1, ,1, ,5, , , , ,6,5,4,5
1,3,3,3, , ,0, ,1, ,4, ,5,5,4,4.666666667, , , , 
7,2, , ,6,6, ,1, ,1, ,3, , , , ,4,3,3,3.333333333
3,3,2,3, , ,-1, ,1, ,5, ,4,4,4,4, , , , 
4,2, , ,5,3, ,0, ,1, ,4, , , , ,3,4,3,3.333333333
7,1, , ,6,1, ,0, ,1, ,6, , , , ,6,5,5,5.333333333
5,1, , ,6,5, ,1, , , ,4, , , , ,6,5,4,5
1,2, , ,6,6, ,-1, ,1, ,1, , , , ,2,2,2,2
4,2, , ,2,4, ,-1, ,1, ,5, , , , ,4,3,3,3.333333333
6,1,2,3, , ,0, ,1, ,5, ,5,5,5,5, , , , 
6,1,2,2, , ,1, ,1, ,1, ,1,1,1,1, , , , 
5,1,2,4, , ,1, ,1, ,3, ,4,3,3,3.333333333, , , , 
6,1, , ,6,5, ,1, ,1, ,4, , , , ,5,5,4,4.666666667
5,1,2,3, , ,0, ,1, ,4, ,4,4,4,4, , , , 
4,3,2,5, , ,0, ,1, ,1, ,1,1,2,1.333333333, , , , 
5,1,2,5, , ,-1, ,1, ,4, ,2,2,3,2.333333333, , , , 
1,2,2,4, , ,1, ,1, ,5, ,4,6,4,4.666666667, , , , 
6,1, , ,6,5, ,0, ,1, ,2, , , , ,3,4,4,3.666666667
