Slant_Anthro,Polit_Anthro,Slant_EnvSci,Polit_EnvSci,Slant_Comm,Polit_Comm,Slant_Music,Polit_Music,Slant_PoliSci,Polit_PoliSci,Slant_Math,Polit_Math,Slant_Chem,Polit_Chem,Slant_CompSci,Polit_CompSci,Slant_Phil,Polit_Phil,Slant_Bio,Polit_Bio,Slant_Soc,Polit_Soc,Slant_Art,Polit_Art,Slant_EthnStud,Polit_EthnStud,Slant_ReligStud,Polit_ReligStud,Slant_SocWork,Polit_SocWork,Trust_Anthro,Trust_EnvSci,Trust_Comm,Trust_Music,Trust_PoliSci,Trust_Math,Trust_Chem,Trust_CompSci,Trust_Phil,Trust_Bio,Trust_Soc,Trust_Art,Trust_EthnStud,Trust_ReligStud,Trust_SocWork,Approp_Anthro,Approp_EnvSci,Approp_Comm,Approp_Music,Approp_PoliSci,Approp_Math,Approp_Chem,Approp_CompSci,Approp_Phil,Approp_Bio,Approp_Soc,Approp_Art,Approp_EthnStud,Approp_ReligStud,Approp_SocWork,Skept_Anthro,Skept_EnvSci,Skept_Comm,Skept_Music,Skept_PoliSci,Skept_Math,Skept_Chem,Skept_CompSci,Skept_Phil,Skept_Bio,Skept_Soc,Skept_Art,Skept_EthnStud,Skept_ReligStud,Skept_SocWork,Slant_Educ,Polit_Educ,Slant_ForLang,Polit_ForLang,Slant_Psych,Polit_Psych,Slant_Econ,Polit_Econ,Slant_Eng,Polit_Eng,Slant_Bus,Polit_Bus,Slant_Phys,Polit_Phys,Slant_Nurs,Polit_Nurs,Slant_Hist,Polit_Hist,Slant_EarthSci,Polit_EarthSci,Slant_IT,Polit_IT,Slant_Lit,Polit_Lit,Slant_PubHealth,Polit_PubHealth,Slant_CrimJust,Polit_CrimJust,Slant_GenStud,Polit_GenStud,Trust_Educ,Trust_ForLang,Trust_Psych,Trust_Econ,Trust_Eng,Trust_Bus,Trust_Phys,Trust_Nurs,Trust_Hist,Trust_EarthSci,Trust_IT,Trust_Lit,Trust_PubHealth,Trust_CrimJust,Trust_GenStud,Approp_Educ,Approp_ForLang,Approp_Psych,Approp_Econ,Approp_Eng,Approp_Bus,Approp_Phys,Approp_Nurs,Approp_Hist,Approp_EarthSci,Approp_IT,Approp_Lit,Approp_PubHealth,Approp_CrimJust,Approp_GenStud,Skept_Educ,Skept_ForLang,Skept_Psych,Skept_Econ,Skept_Eng,Skept_Bus,Skept_Phys,Skept_Nurs,Skept_Hist,Skept_EarthSci,Skept_IT,Skept_Lit,Skept_PubHealth,Skept_CrimJust,Skept_GenStud,Ideology,PolParty
33,3,21,3,34,4,25,3,54,4,28,3,42,4,38,3,33,4,42,3,44,3,21,2,28,3,66,4,34,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,4,3,4,3,3,3,4,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
49,2,20,4,52,4,46,4,52,4,44,3,37,2,56,4,15,4,34,3,55,4,21,3,28,4,77,5,50,5,4,4,5,4,3,5,4,4,5,4,4,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,5,2,2,2,4,2,3,4,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,4,8,1,4,1,89,5,48,1,89,5,26,1,30,1,84,3,30,1,11,1,51,3,49,4,89,5,0,6,4,7,7,4,7,4,7,7,7,7,7,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,4,1,1,3,1,2,1,4,4,5,2,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,4,47,4,68,5,74,5,70,4,89,6,20,2,29,3,67,6,68,5,37,1,63,4,54,4,100,6,33,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2
59,1,53,2,35,5,59,1,57,4,55,1,47,4,49,5,38,4,43,3,44,3,56,2,46,4,32,1,39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
9,3,0,6,10,3,7,3,14,3,27,3,30,3,28,3,29,3,30,3,0,3,2,5,0,6,50,3,0,5,2,3,1,1,1,5,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,4,7,3,4,4,7,4,7,5,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
30,1,40,1,50,1,50,1,70,4,40,1,51,1,51,1,60,2,40,1,40,1,61,1,60,2,70,4,51,2,7,7,5,7,7,7,7,7,4,7,7,5,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
50,1,22,1,31,1,30,1,50,1,50,1,45,1,50,1,47,1,34,1,20,1,28,1,0,4,76,1,26,2,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,2,2,2,3,2,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
50,1,41,3,36,3,51,1,41,4,51,1,51,1,51,1,39,2,43,2,21,3,20,2,28,4,51,4,39,3,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,23,1,12,4,51,1,51,1,46,1,6,2,51,1,14,5,14,2,51,1,14,3,45,2,14,5,0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,4,2,1,1,1,1,5,1,1,4,2,2,5,6,1
45,2,29,2,47,3,14,5,60,5,55,2,45,2,57,2,31,3,47,2,24,4,26,4,30,3,86,6,23,4,5,7,4,5,3,5,7,5,3,5,4,3,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,3,3,3,5,3,4,4,3,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,4,26,3,27,2,69,2,51,2,62,4,82,2,66,4,38,3,24,4,70,5,31,2,42,3,68,4,19,5,5,5,4,4,4,4,4,3,3,3,5,2,4,4,5,3,2,5,3,5,3,4,3,4,4,5,3,3,4,4,3,3,2,3,3,5,4,4,4,5,2,4,4,5,3,6,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,38,2,38,2,55,3,50,1,62,2,43,2,50,1,50,1,21,2,50,1,50,1,50,1,58,3,6,5,4,7,4,4,7,2,7,7,7,7,4,5,7,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,2,4,3,1,5,1,2,5,3,3,2,3,7,5,3,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,51,4,34,6,81,4,66,4,36,6,50,5,48,6,35,5,25,6,25,6,22,6,0,6,28,6,0,6,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
68,2,63,4,37,3,12,4,65,4,30,1,51,3,58,3,35,3,38,3,29,3,48,2,51,1,9,5,51,3,4,4,3,4,4,5,4,5,5,4,5,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,2,4,3,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
28,4,32,3,50,2,50,1,44,5,50,1,50,1,50,3,50,3,50,2,37,3,50,2,43,3,58,3,5,6,5,7,5,5,3,5,5,5,4,7,5,5,5,2,5,1,1,4,1,7,1,1,2,2,1,3,1,4,1,5,2,2,2,2,3,2,2,2,2,2,2,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,35,3,40,2,80,4,57,2,63,6,27,4,33,1,38,3,14,4,36,2,26,4,37,2,59,4,21,5,4,4,4,3,3,2,4,5,4,5,4,4,4,3,4,1,1,1,3,1,2,3,1,2,3,2,3,2,2,4,3,2,2,3,2,4,2,3,3,2,4,2,3,4,2,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,7,1,39,4,51,3,51,2,51,6,19,1,50,4,31,4,26,2,30,2,51,4,51,3,51,2,24,2,5,5,5,5,5,1,5,5,7,5,7,5,5,7,7,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2
57,3,57,1,60,3,67,3,61,4,64,2,56,2,66,1,55,3,65,3,66,2,61,3,60,2,60,5,58,4,5,4,5,4,4,4,3,2,3,3,3,2,7,7,3,4,3,3,3,4,4,2,5,4,5,5,4,4,7,3,5,5,4,4,5,3,4,5,5,4,5,7,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,6,51,3,82,6,72,6,77,4,65,5,51,2,78,1,51,6,51,2,51,4,78,2,68,5,61,5,51,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,4,1,1,2,1,5,4,1,1,3,3,3,4,3
30,2,9,2,50,2,50,1,40,2,51,1,51,2,50,2,51,2,51,2,30,2,21,2,9,2,72,4,9,2,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,4,2,2,4,4,2,2,2,4,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
15,4,0,6,28,4,0,4,0,6,33,5,47,3,48,2,0,6,42,3,0,6,0,6,0,6,74,5,0,6,2,1,2,2,1,3,3,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1
30,4,19,5,19,5,19,3,30,5,30,1,30,1,30,1,30,4,29,3,19,6,19,6,19,6,19,6,18,6,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,2,2,2,7,4,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
24,5,25,3,34,4,22,3,29,6,44,1,39,1,44,2,20,3,25,3,21,5,25,4,16,4,65,4,14,5,4,7,3,5,3,7,5,4,4,7,4,4,4,3,4,4,1,4,7,7,2,1,2,5,2,7,7,5,3,7,5,2,4,5,7,2,2,3,5,2,5,7,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
49,1,51,2,51,3,51,3,52,4,51,1,47,1,51,3,51,3,48,1,55,5,52,3,51,4,52,4,51,4,2,3,3,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,2,50,1,27,4,54,2,50,1,62,1,50,1,50,1,58,4,18,2,50,1,37,2,40,2,22,4,4,5,7,7,5,7,7,7,7,7,7,7,7,5,5,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,4,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2,50,1,48,2,44,2,50,1,48,2,50,1,55,2,50,1,30,2,50,1,44,2,45,2,42,2,29,4,7,5,5,4,7,4,7,7,7,7,7,5,5,5,4,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,5,3
68,2,30,3,20,5,45,5,35,5,65,1,50,2,61,3,30,3,61,3,15,5,25,4,25,5,70,4,17,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
50,1,20,4,50,2,20,2,50,5,50,1,50,1,40,1,40,3,50,1,30,4,10,4,30,5,70,3,30,3,5,7,3,5,1,7,7,5,3,7,5,5,3,2,3,1,2,2,1,5,1,1,1,3,1,3,1,3,1,3,2,4,3,2,7,2,2,2,4,2,4,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
57,2,23,4,55,2,26,3,57,5,59,1,51,1,61,2,43,3,54,2,11,5,18,4,32,4,51,2,8,6,3,2,3,4,3,4,4,5,3,4,2,4,2,3,2,1,3,2,1,2,1,1,1,3,1,4,1,3,1,3,3,4,2,2,3,2,2,2,3,2,7,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
50,2,55,2,50,1,50,1,30,3,50,1,10,4,30,1,50,2,30,3,50,1,50,1,39,2,60,3,50,3,5,4,5,7,4,7,7,5,5,5,4,7,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,2,2,2,2,2,3,4,3,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,5,39,3,44,5,63,4,54,2,49,4,33,2,52,2,50,4,20,4,39,2,43,2,31,3,47,3,32,4,4,5,3,5,5,3,5,5,5,5,5,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2
86,6,44,5,25,4,49,6,18,5,70,6,70,5,73,6,32,5,41,4,14,5,27,5,12,6,87,6,15,6,2,1,3,4,1,4,2,5,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,4,7,4,5,4,7,5,7,5,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
